run_id,pair_id,architecture,seed,withdrawal_time_ticks,horizon_days,branch,territorial_retention,formation_survival_fraction,casualty_ratio,mean_formation_readiness,composite_capability,organic_personnel_reserve,recruit_graduation_throughput,indigenous_supply_delivered,unassisted_command_reliability,autonomy_ratio,performance_delta,substitution_index,decay_rate,air_cost,logistics_cost,command_cost,force_gen_cost,total_cost,discounted_cost,omega_manpower,omega_firepower,omega_logistics,omega_command,omega_min,omega_mean,omega_geo
capability_conditioned_s103_h90_SUPPORT_ON,capability_conditioned_s103_h90,capability_conditioned,103,60,90,SUPPORT_ON,0.8094,0.8184,1.6768,0.7974,0.8204,650.0,30.0,680.0,0.637,0.8789,0.0994,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,489831.55,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s103_h90_SUPPORT_OFF,capability_conditioned_s103_h90,capability_conditioned,103,60,90,SUPPORT_OFF,0.715,0.729,1.4979,0.7129,0.7211,650.0,30.0,680.0,0.637,0.8789,0.0994,0.38,0.0045,40000.0,48000.0,48000.0,64000.0,200000.0,195932.62,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s103_h180_SUPPORT_ON,capability_conditioned_s103_h180,capability_conditioned,103,60,180,SUPPORT_ON,0.8043,0.8135,1.667,0.7928,0.815,650.0,30.0,680.0,0.637,0.7954,0.1667,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,483830.02,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s103_h180_SUPPORT_OFF,capability_conditioned_s103_h180,capability_conditioned,103,60,180,SUPPORT_OFF,0.6459,0.6634,1.3669,0.651,0.6483,650.0,30.0,680.0,0.637,0.7954,0.1667,0.38,0.0045,25000.0,30000.0,30000.0,40000.0,125000.0,120957.5,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s104_h7_SUPPORT_ON,capability_conditioned_s104_h7,capability_conditioned,104,60,7,SUPPORT_ON,0.7866,0.7968,1.6335,0.7769,0.7964,650.0,30.0,680.0,0.637,0.9926,0.0059,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,495432.27,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s104_h7_SUPPORT_OFF,capability_conditioned_s104_h7,capability_conditioned,104,60,7,SUPPORT_OFF,0.781,0.7914,1.6229,0.7719,0.7905,650.0,30.0,680.0,0.637,0.9926,0.0059,0.38,0.0045,89552.23880597015,107462.68656716419,107462.68656716419,143283.58208955225,447761.19,443670.69,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s104_h30_SUPPORT_ON,capability_conditioned_s104_h30,capability_conditioned,104,60,30,SUPPORT_ON,0.8051,0.8143,1.6686,0.7935,0.8159,650.0,30.0,680.0,0.637,0.9389,0.0499,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,493873.88,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s104_h30_SUPPORT_OFF,capability_conditioned_s104_h30,capability_conditioned,104,60,30,SUPPORT_OFF,0.7577,0.7694,1.5788,0.7511,0.766,650.0,30.0,680.0,0.637,0.9389,0.0499,0.38,0.0045,66666.66666666666,80000.0,80000.0,106666.66666666666,333333.33,329249.25,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s104_h90_SUPPORT_ON,capability_conditioned_s104_h90,capability_conditioned,104,60,90,SUPPORT_ON,0.8349,0.8426,1.7252,0.8202,0.8473,650.0,30.0,680.0,0.637,0.8818,0.1001,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,489831.55,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s104_h90_SUPPORT_OFF,capability_conditioned_s104_h90,capability_conditioned,104,60,90,SUPPORT_OFF,0.7398,0.7525,1.545,0.7351,0.7472,650.0,30.0,680.0,0.637,0.8818,0.1001,0.38,0.0045,40000.0,48000.0,48000.0,64000.0,200000.0,195932.62,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s104_h180_SUPPORT_ON,capability_conditioned_s104_h180,capability_conditioned,104,60,180,SUPPORT_ON,0.7769,0.7876,1.6151,0.7682,0.7862,650.0,30.0,680.0,0.637,0.8016,0.156,0.38,0.0045,100000.0,120000.0,120000.0,160000.0,500000.0,483830.02,1.15,0.9,1.05,0.98,0.9,1.02,1.016
capability_conditioned_s104_h180_SUPPORT_OFF,capability_conditioned_s104_h180,capability_conditioned,104,60,180,SUPPORT_OFF,0.6287,0.6472,1.3343,0.6356,0.6302,650.0,30.0,680.0,0.637,0.8016,0.156,0.38,0.0045,25000.0,30000.0,30000.0,40000.0,125000.0,120957.5,1.15,0.9,1.05,0.98,0.9,1.02,1.016
